-229.3686,-37.48
-190.7754,-26.32
-169.1844,-7.82
-146.7944,-44.96
-113.6897,-29.34
-112.8754,-24.08
-80.0611,-15.7
-66.2118,-14.34
-65.3184,-2.18
-49.3867,-10.26
-41.8059,-7.22
-39.8968,-0.5
-30.2921,0.4
-27.3399,2.44
-18.1079,4.0
-19.9433,1.76
-13.0846,5.44
-8.4196,4.1
-5.1505,7.5
-5.2628,4.1
-2.0048,4.8
-1.5153,6.2
-0.3274,4.52
0.4776,5.8
0.4816,7.4
1.8146,6.9
0.7495,6.6
3.2494,9.1
2.8012,7.3
3.3927,9.3
4.0786,9.7
3.3964,7.2
2.6388,6.1
3.3983,6.4
3.6694,7.8
4.9722,9.3
4.9771,8.6
6.5671,10.1
6.0272,10.3
6.6755,9.9
6.4764,9.8
4.7712,8.6
4.6858,10.7
9.0597,14.2
5.843,8.6
3.7487,9.3
5.3173,9.7
6.4697,10.3
4.8262,9.6
7.2049,10.4
5.166,10.5
8.766,11.5
6.352,10.9
8.6327,13.2
7.2152,10.1
9.5768,12.6
7.1428,10.5
9.2298,12.9
8.8336,12.6
6.7905,11.3
8.2025,12.4
10.602,15.4
8.0651,12.7
7.7222,11.1
7.0568,10.2
10.3474,14.6
7.6465,12.2
6.469,10.6
8.2754,13.3
7.4131,11.7
8.1759,11.9
9.3466,12.4
8.7854,14.9
11.6082,15.1
8.8857,12.0
10.5968,13.4
9.8215,14.3
9.0848,12.7
6.6914,13.7
11.837,14.9
11.7352,15.9
7.4069,12.0
7.8229,12.2
10.9419,15.1
12.3978,16.2
8.1205,13.1
10.6904,15.4
7.248,10.1
7.1442,13.0
9.1447,13.6
6.8993,10.6
8.485,10.6
8.1795,10.7
8.2995,11.4
9.8726,13.7
8.1451,14.1
8.0328,12.5
6.822,8.7
12.951,15.0
11.2885,13.6
12.3077,16.5
10.5075,14.5
8.1243,12.0
7.313,11.2
10.6313,14.2
9.8244,13.5
7.4095,11.1
8.9103,11.5
11.2723,15.6
8.9609,12.8
11.4973,15.1
9.198,13.6
8.8325,12.8
8.4465,10.8
7.8398,11.7
10.028,13.8
6.191,9.0
4.9235,10.1
9.0235,14.1
9.865,14.2
10.0804,13.5
10.9035,16.2
11.0534,15.5
8.9686,14.8
7.8806,12.3
10.9904,14.1
13.3945,17.7
10.1447,14.5
10.4665,13.2
13.0331,17.8
8.7925,12.2
9.9344,12.6
8.6325,13.1
4.6062,6.7
8.1985,11.9
13.3131,17.4
8.538,13.8
8.05,11.7
10.1654,13.0
9.7665,12.8
8.2655,10.5
9.8268,13.1
9.9255,13.3
8.8845,11.3
9.035,11.7
10.13,13.3
11.229,16.7
8.1251,11.2
6.6163,10.1
10.924,14.6
11.693,16.0
7.7005,10.4
12.6915,15.8
9.5482,12.3
9.5925,12.3
8.6545,11.3
8.1635,11.7
11.2295,14.9
9.6987,13.2
9.643,12.4
11.4495,15.7
11.518,15.7
8.9025,11.0
9.438,12.5
9.6465,12.2
6.4305,9.1
7.6041,9.7
11.8382,15.2
9.653,12.0
10.1935,14.0
7.5839,10.6
8.5385,11.0
10.0555,14.2
11.1855,14.7
8.533,10.4
9.6235,14.1
10.4658,13.9
12.3945,17.1
12.149,15.4
8.7935,11.5
11.351,15.0
8.1099,10.4
12.564,16.0
10.9335,14.2
10.8345,13.5
9.4685,13.1
10.0865,12.9
9.139,11.8
7.268,9.8
10.3055,13.9
10.0625,14.0
12.3625,17.2
10.0165,14.0
12.226,15.1
11.5925,14.4
11.766,15.3
8.674,11.9
8.6925,12.7
8.9643,12.6
10.0148,13.2
10.652,15.1
7.5605,11.0
11.3005,13.9
9.664,13.1
12.606,17.2
8.887,12.8
10.0705,14.9
11.636,15.3
8.0355,10.7
9.197,13.3
10.1963,13.7
9.2105,15.5
9.036,12.2
6.904,9.5
4.306,10.7
10.7535,14.5
10.0285,15.6
9.1373,11.1
7.9005,10.1
11.8815,15.3
10.136,12.8
9.3075,14.6
12.2255,15.4
12.2945,16.9
8.01,11.8
7.3905,10.3
10.022,12.8
6.9345,12.9
13.236,17.8
10.3235,13.0
13.543,17.7
11.6715,15.5
9.228,13.4
8.8215,11.1
9.4455,12.0
8.588,11.2
7.73,10.2
9.565,12.1
9.4025,12.8
8.4065,12.2
8.544,11.7
7.3005,9.9
9.5045,12.5
10.926,14.1
8.0625,12.0
6.7604,12.6
8.138,10.5
7.2927,10.7
10.9685,14.6
10.35,13.8
11.3665,14.3
9.722,13.9
10.2615,14.6
10.054,13.2
8.2325,11.9
10.599,13.2
9.869,13.3
12.804,15.7
9.3595,12.8
9.605,13.2
9.5945,12.2
8.7555,13.6
9.5735,13.0
9.384,12.0
8.7055,11.7
12.26,16.2
10.06,14.2
8.787,12.0
7.4765,10.3
10.1705,13.1
11.2715,16.1
9.3945,12.6
9.2775,13.3
9.0735,12.5
10.4465,13.3
9.855,14.8
13.5005,17.9
11.386,15.4
9.35,12.5
11.5265,14.5
8.5375,10.5
7.3425,9.7
9.8875,13.2
9.913,14.2
11.0345,14.0
12.0365,15.1
11.8315,16.1
10.4245,13.9
10.495,13.0
10.6525,13.1
8.6785,12.5
7.228,9.7
10.132,12.5
10.5315,13.7
7.747,11.6
10.6135,13.5
9.9355,13.5
10.955,13.8
11.2705,16.0
10.9575,14.9
10.0775,12.8
9.385,13.1
10.033,13.8
7.69,10.3
9.1085,12.3
9.1775,12.3
10.037,12.9
9.742,14.5
8.7703,11.5
6.5885,9.6
11.916,15.8
9.3545,12.1
10.287,14.5
12.6495,16.4
8.1665,12.8
10.3575,12.8
10.6395,14.6
7.8795,12.2
13.2975,16.9
8.679,12.1
7.0475,10.6
10.543,13.6
7.9715,12.0
10.6075,13.0
10.2305,15.1
10.7655,13.9
9.322,13.1
11.6305,14.3
12.207,15.2
9.55,13.9
11.1517,14.4
10.9865,14.4
14.492,17.3
10.134,13.2
11.011,13.7
11.6235,14.5
8.745,12.2
9.6585,12.5
11.0215,14.6
12.7435,16.5
10.855,13.7
12.688,15.6
10.2795,13.8
10.889,14.0
9.6792,12.3
7.846,12.0
10.487,13.5
8.7235,11.8
10.2255,12.6
10.4821,14.7
9.737,12.5
10.3785,13.2
8.702,12.0
11.0245,14.0
7.629,9.5
7.9485,11.7
8.188,13.6
8.61,13.8
12.462,15.2
13.706,18.5
11.8675,15.3
8.1925,11.1
9.5996,12.6
9.8725,12.4
9.2825,12.3
8.2735,11.6
9.833,11.3
10.4462,13.9
8.0495,11.0
12.574,16.8
7.8285,10.8
10.217,13.3
9.9915,13.0
10.3405,13.1
8.8365,11.2
9.0115,11.6
11.041,14.6
8.2358,13.0
10.0364,12.5
9.961,13.2
10.7565,14.1
12.0755,15.6
13.603,17.7
10.143,13.6
10.874,13.6
9.3,12.8
11.0505,14.0
10.881,13.8
10.1955,12.2
9.723,12.7
9.3465,12.1
10.3375,13.3
8.335,10.5
8.1885,11.2
10.931,14.8
12.8005,16.9
8.0965,10.8
8.54,11.2
10.287,14.2
11.247,13.4
12.0455,15.9
7.3527,9.8
7.7065,10.4
9.4905,13.5
12.6565,15.5
15.02,18.7
7.7614,10.8
11.0275,14.7
13.975,17.2
7.162,10.0
10.523,13.8
10.1785,16.2
8.809,13.0
10.952,14.1
11.331,13.9
8.6977,12.0
9.232,11.7
7.08,9.8
11.268,14.0
8.2168,12.9
13.9435,17.6
9.0975,12.9
9.541,12.8
11.196,13.7
7.697,11.1
9.503,12.3
11.9585,15.5
8.988,11.9
7.751,10.3
11.971,14.1
9.189,12.4
11.2885,14.1
12.4106,15.8
11.2945,15.0
13.2521,16.4
13.519,17.6
9.142,11.6
9.6179,14.3
9.917,12.7
10.388,15.0
10.7105,14.4
10.753,14.2
10.1635,13.7
11.346,16.5
12.1325,16.9
8.1755,11.0
10.311,14.2
9.1975,11.7
9.3145,11.7
9.544,13.0
10.5695,12.7
12.6505,16.8
10.9025,14.8
10.8105,13.6
11.9095,14.2
12.031,16.0
12.7195,15.6
6.937,11.6
8.412,11.4
10.646,14.8
8.3795,10.8
8.8035,12.0
8.66,11.5
12.361,15.5
8.1978,11.8
10.63,13.2
9.848,13.3
11.0395,13.8
9.8115,12.7
11.5225,15.3
11.635,13.8
11.3615,14.1
10.639,14.5
10.119,13.9
6.0585,12.5
10.9915,13.5
11.8735,15.5
11.2105,14.3
10.0145,12.9
9.287,11.9
10.171,12.7
12.593,16.2
8.0155,12.0
10.6855,13.8
9.6485,13.0
12.009,15.6
9.2295,12.4
11.7465,15.9
10.0645,13.2
8.759,12.3
10.8465,13.7
8.3204,11.9
9.8395,13.4
8.836,12.0
11.437,15.0
10.2615,14.0
8.194,10.7
10.253,13.6
11.306,15.2
8.377,10.9
11.2255,14.5
9.1645,11.9
9.749,13.0
11.4065,13.7
11.201,17.1
12.5215,16.5
9.52,11.8
9.675,13.1
7.8245,9.6
11.806,14.6
9.832,12.7
8.8735,12.6
8.8235,11.5
11.8233,16.3
9.0255,12.2
12.244,15.9
8.7335,11.5
10.0515,13.8
8.29,10.9
10.2955,13.7
12.6145,15.8
8.6245,11.0
11.754,14.9
10.0532,12.6
10.855,14.4
11.2979,14.4
8.5515,12.1
7.923,11.2
11.7198,14.3
7.7552,10.8
8.7075,11.0
10.6605,13.3
9.206,12.5
9.195,12.5
9.3625,12.9
12.0275,14.5
8.4655,10.4
10.994,13.4
11.3855,15.0
7.7945,12.5
10.1115,13.1
8.8435,11.4
12.1745,15.4
12.3255,14.9
11.674,14.3
9.149,12.6
10.9305,13.7
9.73,12.8
9.613,13.7
8.5905,10.8
9.78,11.8
11.126,14.3
9.101,11.7
10.6525,14.1
9.3915,14.6
3.71,12.8
10.4585,13.8
8.9215,12.7
7.667,10.2
8.0853,10.5
10.042,13.8
10.5455,12.5
8.358,10.6
8.6865,13.1
10.686,13.8
10.352,14.3
7.5855,11.1
12.9514,16.1
9.1575,11.8
10.2985,13.1
8.9185,11.9
8.0269,11.4
11.7515,14.9
7.1725,9.4
10.71,14.1
11.1915,13.7
8.1385,11.7
11.7971,16.1
10.4535,13.0
10.2715,13.2
9.771,12.2
12.401,15.8
9.148,12.3
9.8865,13.4
10.9585,14.6
8.218,11.6
9.829,13.6
12.455,15.9
9.0575,11.7
11.2756,14.9
10.0965,12.8
10.4885,14.0
10.6085,14.1
9.6175,12.0
9.334,12.8
10.8555,13.3
12.5635,16.4
8.8765,11.7
9.887,12.4
9.8079,14.78
8.7745,12.8
11.9235,15.2
8.6125,11.1
8.8845,12.2
8.0975,11.2
8.7175,11.2
12.262,14.7
8.6065,12.5
13.846,17.6
10.861,14.7
10.9165,14.6
10.0147,14.6
8.241,11.1
12.8038,16.1
10.866,13.8
13.988,17.0
10.22,13.9
9.75,13.1
9.3337,12.3
9.6847,13.5
7.5265,12.3
10.759,13.4
10.682,13.1
10.698,13.0
8.9798,11.4
9.7035,12.3
11.127,14.1
10.099,14.7
9.168,11.4
9.2805,13.7
9.2975,11.9
11.852,16.0
10.3811,15.0
8.4451,11.4
13.163,16.5
12.2925,16.0
9.3445,12.6
14.3105,18.0
9.274,12.6
6.0744,11.8
10.661,16.3
7.6945,14.4
11.049,14.3
8.349,10.2
9.6575,12.2
14.059,17.1
8.785,11.5
6.423,8.5
8.1231,10.6
6.683,9.0
7.9588,11.7
15.384,18.4
10.312,12.7
7.3895,10.0
8.495,12.3
12.5935,16.4
7.891,11.0
10.59,13.3
10.029,13.2
9.7455,13.0
11.0758,15.9
8.6235,12.3
8.506,12.2
11.0715,14.6
9.0195,12.3
10.7064,13.9
10.179,13.1
9.1075,12.4
7.6785,10.4
9.239,12.6
10.178,12.9
11.6345,16.3
10.987,15.1
9.3515,11.8
11.265,14.5
9.482,12.1
10.928,14.3
12.76,17.3
8.5085,11.36
10.94,13.8
8.953,12.1
9.693,13.2
10.4355,12.9
10.508,14.3
11.842,14.5
11.8945,15.0
10.6258,14.2
10.634,14.3
8.746,12.0
9.418,12.9
9.089,11.3
11.8565,15.2
8.1286,11.4
11.7258,14.5
8.0105,12.4
10.308,13.7
8.4915,11.2
8.136,11.1
9.9585,12.5
10.255,13.7
11.0527,13.7
7.5105,10.9
12.5745,16.9
9.9985,13.1
5.8435,8.7
11.6905,13.8
9.3855,11.9
9.447,13.0
9.509,12.9
7.7515,12.8
13.5705,17.0
11.0845,14.0
10.9215,13.1
9.442,12.3
8.5385,11.1
10.4095,13.8
8.1925,10.7
6.908,9.0
9.7492,13.8
10.0885,12.6
10.0305,13.7
8.4635,12.9
6.885,9.2
8.9695,12.9
9.3785,12.6
9.338,12.1
9.396,13.2
9.3265,13.5
8.083,10.5
10.6655,12.5
8.2025,11.4
11.6155,14.3
7.99,11.9
10.4595,13.0
9.5425,12.0
8.979,13.5
13.5235,15.9
7.106,9.4
7.066,10.0
8.5965,13.6
7.691,10.3
7.2545,9.8
9.6495,13.2
10.362,14.1
9.2995,13.5
9.547,13.1
9.655,12.4
7.8885,10.2
11.1384,14.7
9.9665,13.4
9.522,12.5
