-232.0528,-13.8,66
-198.3062,-45.96,78
-171.8911,-34.48,70
-131.4725,-26.0,67
-111.8959,-12.18,64
-81.6018,-12.26,66
-67.1082,-3.8,78
-58.7145,1.4,76
-45.6656,1.9,78
-43.1614,2.72,78
-32.9861,1.8,90
-32.7251,2.5,83
-25.4027,2.8,81
-16.7239,3.1,76
-11.4028,2.1,82
-7.1228,4.2,73
-6.7717,2.8,81
-4.3233,3.5,84
-1.757,4.8,89
-2.8475,3.5,86
-5.2965,4.7,85
-1.8524,3.7,91
-0.9047,3.3,90
-0.223,3.4,84
0.5725,4.4,92
-2.5101,5.8,83
-0.0758,4.0,88
1.67,3.7,85
-0.1347,3.4,97
1.7661,5.0,86
-0.9228,4.6,77
0.8265,4.1,83
0.2312,3.4,87
0.1493,4.8,86
0.3061,5.0,88
2.0175,6.0,84
3.0199,9.2,81
1.851,6.6,82
3.3334,10.8,81
4.9563,8.8,79
3.8238,7.8,81
4.9905,13.0,80
4.1065,9.5,70
5.5387,11.6,80
3.1292,10.9,77
5.3435,11.7,76
4.825,13.3,72
8.1613,14.6,80
5.0271,10.0,74
10.3468,16.2,70
7.7635,12.9,71
6.3495,12.3,69
8.9003,14.8,77
8.5177,15.8,75
6.742,14.1,76
6.1453,21.6,72
5.7923,14.6,73
9.2327,16.7,72
12.4423,20.8,72
8.6338,25.5,75
8.3122,18.86,71
12.166,26.5,66
13.2718,20.8,75
15.9736,25.38,76
15.0651,21.7,75
11.8249,23.6,65
13.03,20.7,64
18.2253,30.3,69
12.8236,22.5,63
16.1783,29.5,71
11.5107,28.0,64
15.7016,27.8,62
16.725,31.0,67
17.9326,31.6,67
20.1419,30.0,67
16.3642,25.1,70
19.4266,30.0,64
16.2036,25.4,64
21.3322,33.6,75
16.7967,37.84,65
15.2248,27.6,60
17.8589,25.8,61
24.2345,36.8,63
21.7479,33.02,62
18.2341,32.0,60
28.5082,41.4,59
19.4645,31.6,72
21.7758,30.6,63
19.9298,33.08,65
26.4462,49.4,65
24.6037,39.7,67
26.8659,40.7,73
28.299,40.1,70
28.6035,37.6,65
28.8978,41.4,63
26.1019,37.84,65
25.7013,42.0,57
26.1763,43.2,73
27.3031,42.34,65
26.6278,38.4,69
27.692,42.1,69
29.3797,44.62,64
38.2513,50.54,72
32.3909,47.0,80
26.5934,42.76,69
29.4791,49.54,72
28.288,42.94,68
31.794,64.46,69
37.614,57.02,64
28.6949,47.1,67
26.8757,49.1,57
33.8428,49.1,66
29.9224,49.1,63
32.4943,51.14,60
32.0272,55.42,62
30.3234,59.78,56
34.6402,62.82,56
33.4145,56.46,55
38.2751,63.38,56
32.7953,58.18,65
37.2634,62.5,60
43.2486,64.1,64
29.7034,52.06,68
37.7534,91.46,62
48.6042,75.6,49
46.4708,67.66,65
45.8783,70.7,61
49.3582,71.16,60
37.2912,64.64,60
48.9801,74.82,71
42.5722,69.34,62
44.0298,66.0,66
44.0616,75.84,63
42.0696,84.8,61
53.9806,80.52,64
63.0414,99.8,57
42.4337,67.52,66
45.5689,71.22,71
51.4455,76.88,58
39.3453,71.62,64
41.6707,65.74,63
45.3429,74.5,67
52.8229,87.14,67
54.3284,77.42,60
43.4062,73.76,61
54.8375,78.0,70
57.3938,93.86,66
58.2639,87.48,62
55.7798,84.92,55
58.0359,97.52,61
66.6423,108.34,53
54.2588,94.88,62
56.8424,94.2,64
60.5506,90.66,64
59.6791,98.74,52
57.3332,98.3,64
65.1524,99.82,48
63.9868,113.96,62
82.7855,112.26,57
76.5859,112.34,54
75.363,105.0,53
69.4127,109.94,61
73.6566,111.88,54
68.8986,105.56,67
71.7802,102.14,67
76.6454,112.88,68
76.2538,109.14,56
79.242,123.7,65
75.2005,112.04,61
76.5826,120.68,57
88.4917,138.06,60
77.405,111.14,51
72.5502,111.18,65
82.1025,116.1,65
85.5997,112.4,60
91.1329,124.88,60
90.6626,120.88,59
87.789,123.46,50
102.5407,132.96,60
96.5482,124.9,56
99.1408,138.18,49
94.8803,129.78,55
105.6744,141.66,57
99.7699,128.3,51
96.1774,125.72,58
94.5889,126.46,58
81.0856,112.16,65
84.2812,126.82,62
101.6587,135.1,61
89.2183,131.28,52
89.2389,127.52,46
104.3014,138.3,47
108.4115,145.6,53
95.0737,134.74,48
98.8279,137.38,54
104.7334,143.66,56
99.5789,141.46,51
103.8036,147.02,47
99.1108,135.4,47
104.2861,144.54,43
98.3837,134.02,49
99.615,132.56,50
100.7684,140.52,48
105.7218,152.3,61
110.3263,158.22,53
110.056,150.94,50
115.059,159.84,53
107.4259,149.8,50
113.972,145.6,44
107.9654,145.86,50
118.0965,161.58,51
114.4624,152.9,42
112.6027,146.62,54
119.2086,173.52,51
117.4988,159.6,50
118.173,162.7,51
130.8522,177.42,50
124.2824,179.52,41
127.5095,172.46,61
135.8355,179.62,51
134.2669,173.96,48
132.6766,173.62,46
144.1862,192.0,54
132.8747,179.7,59
132.7879,180.68,55
137.0856,175.54,48
143.1925,187.04,52
141.9526,181.22,52
137.6275,177.28,55
144.5086,192.84,50
145.195,185.9,47
149.2512,180.22,56
143.6471,184.64,55
140.0932,186.46,54
147.1946,197.0,46
140.4483,185.88,50
144.8939,186.0,53
145.5988,192.08,53
150.9474,192.12,45
145.3061,191.9,48
146.4378,187.3,41
155.1034,200.44,57
156.767,214.4,47
160.9804,211.82,47
157.9629,217.54,50
157.1577,201.34,51
158.91,210.42,50
177.0789,222.2,46
167.6928,221.48,45
169.5541,215.7,46
164.3918,205.7,44
167.3525,229.4,51
163.0172,207.98,49
167.3901,210.6,40
167.9928,208.6,46
175.9597,220.5,51
175.5604,214.6,49
179.1152,220.0,51
164.9997,204.38,47
183.059,228.04,49
178.186,216.1,46
181.5015,220.82,45
173.4983,224.64,43
182.4452,224.1,45
178.8652,229.6,50
170.2433,218.7,49
176.4201,232.0,46
174.2742,217.72,47
185.9605,229.9,50
179.8816,223.3,49
181.4928,242.4,54
184.6,231.2,49
187.8184,235.54,44
189.8626,238.2,41
194.6237,251.4,49
186.7925,239.3,46
192.0224,252.5,47
210.6854,258.0,41
188.0795,240.1,41
201.0799,248.3,45
197.2341,259.0,47
210.5303,251.66,48
194.6565,242.3,43
192.4055,244.5,48
205.572,253.8,47
204.7465,247.6,49
203.5337,245.0,41
209.7511,255.9,45
201.9902,246.2,44
206.3479,270.78,42
218.0648,266.76,55
213.5116,253.34,46
212.0309,255.02,46
219.7786,267.3,45
210.2325,270.8,51
203.5303,248.0,49
